Artist,Country,Streams
Jax Jones        ,lu,19331
Selena Gomez     ,lu,17654
Rita Ora         ,lu,15506
Bruno Mars       ,lu,14031
Linkin Park      ,lu,13503
Enrique Iglesias ,lu,12749
Bing Crosby      ,lu,11050
G-Eazy           ,lu,10128
Cheat Codes      ,lu,9381
Frank Sinatra    ,lu,7499
Mariah Carey     ,lu,6581
Maggie Lindemann ,lu,6249
                 ,lu,6172
Miley Cyrus      ,lu,5793
Wham!            ,lu,5618
Robin Schulz     ,lu,5423
DJ Snake         ,lu,5398
Andy Williams    ,lu,4857
Nat King Cole    ,lu,4845
Burl Ives        ,lu,4585
Michael Bublé   ,lu,4458
Band Aid         ,lu,4098
Demi Lovato      ,lu,4028
Dean Martin      ,lu,3697
Brenda Lee       ,lu,3503
Carpenters       ,lu,3316
Post Malone      ,lu,3138
Bobby Helms      ,lu,3078
Vince Guaraldi Tr,lu,2902
José Feliciano  ,lu,2744
Perry Como       ,lu,2688
John Lennon      ,lu,2668
Chris Rea        ,lu,2537
Mykola Dmytrovych,lu,2488
187 Strassenbande,lu,2481
Camila Cabello   ,lu,2429
Elvis Presley    ,lu,2412
Macklemore       ,lu,2212
Dua Lipa         ,lu,2166
Judy Garland     ,lu,2117
Paul McCartney   ,lu,2107
Eartha Kitt      ,lu,1945
Ariana Grande    ,lu,1931
The Pogues       ,lu,1829
Chuck Berry      ,lu,1781
Eminem           ,lu,1767
Thurl Ravenscroft,lu,1585
The Beach Boys   ,lu,1472
Gene Autry       ,lu,1452
Justin Bieber    ,lu,1451
Kay Starr        ,lu,1428
Salvador Sobral  ,lu,1414
Nat King Cole Tri,lu,1374
Coldplay         ,lu,1352
Harry Styles     ,lu,1131
Migos            ,lu,1050
Lauv             ,lu,1005
AJR              ,lu,1002
Shakira          ,lu,1001
Ed Sheeran       ,lv,906586
Post Malone      ,lv,867627
Imagine Dragons  ,lv,652470
Kendrick Lamar   ,lv,604530
The Chainsmokers ,lv,546576
Kygo             ,lv,374761
ZAYN             ,lv,365660
Calvin Harris    ,lv,350527
Luis Fonsi       ,lv,316785
Martin Garrix    ,lv,304643
Clean Bandit     ,lv,296219
Maroon 5         ,lv,295788
Camila Cabello   ,lv,293961
Lil Uzi Vert     ,lv,286489
French Montana   ,lv,274199
Selena Gomez     ,lv,259018
Future           ,lv,247838
DJ Khaled        ,lv,239359
Axwell /\ Ingross,lv,228585
Logic            ,lv,218065
Dua Lipa         ,lv,216444
Khalid           ,lv,215430
Charlie Puth     ,lv,209477
Lauv             ,lv,204464
Zedd             ,lv,200687
Avicii           ,lv,189925
Portugal. The Man,lv,189433
Drake            ,lv,187830
Macklemore       ,lv,184880
Sam Smith        ,lv,184632
Marshmello       ,lv,180818
G-Eazy           ,lv,174909
Major Lazer      ,lv,170090
Niall Horan      ,lv,165476
Julia Michaels   ,lv,164471
Jonas Blue       ,lv,157463
21 Savage        ,lv,154313
Shawn Mendes     ,lv,152144
The Weeknd       ,lv,149569
Rita Ora         ,lv,144517
MiyaGi & Эндш,lv,144267
Lil Pump         ,lv,144264
J Balvin         ,lv,139724
Katy Perry       ,lv,139689
David Guetta     ,lv,137487
Hailee Steinfeld ,lv,137426
Lorde            ,lv,136371
Starley          ,lv,135452
Halsey           ,lv,133709
Liam Payne       ,lv,130701
Элджей     ,lv,127496
Bebe Rexha       ,lv,127341
Bruno Mars       ,lv,126477
OneRepublic      ,lv,123573
Cheat Codes      ,lv,123187
NF               ,lv,121378
Martin Jensen    ,lv,121174
Maggie Lindemann ,lv,120398
XXXTENTACION     ,lv,113403
Demi Lovato      ,lv,111675
Taylor Swift     ,lv,105881
Harry Styles     ,lv,102783
Justin Bieber    ,lv,101205
AJR              ,lv,99789
Jason Derulo     ,lv,99120
Robin Schulz     ,lv,92549
Miley Cyrus      ,lv,89700
The Vamps        ,lv,87607
Alessia Cara     ,lv,86979
Eminem           ,lv,83502
P!nk             ,lv,82739
Louis Tomlinson  ,lv,81349
Грибы       ,lv,79924
Mariah Carey     ,lv,78867
JP Cooper        ,lv,77035
Jax Jones        ,lv,75915
James Arthur     ,lv,74595
Olivia Holt      ,lv,74530
KYLE             ,lv,73150
Migos            ,lv,72127
Childish Gambino ,lv,71949
Lil Peep         ,lv,71210
Machine Gun Kelly,lv,70858
Cardi B          ,lv,68900
Jon Bellion      ,lv,65080
Steve Aoki       ,lv,59558
Petit Biscuit    ,lv,58826
Wham!            ,lv,54916
Big Shaq         ,lv,52776
Travis Scott     ,lv,48958
Lil Xan          ,lv,47482
Snakehips        ,lv,46983
Brenda Lee       ,lv,45787
Andy Williams    ,lv,44214
Bing Crosby      ,lv,43320
Frank Sinatra    ,lv,43036
Moon Taxi        ,lv,39039
DJ Snake         ,lv,36799
Aaron Carter     ,lv,36694
Skrillex         ,lv,35991
Lady Gaga        ,lv,35689
Band Aid         ,lv,34557
A R I Z O N A    ,lv,34323
Alok             ,lv,34273
Sage The Gemini  ,lv,32629
Triana Park      ,lv,32197
Ariana Grande    ,lv,30974
Burak Yeter      ,lv,30363
Fifth Harmony    ,lv,29696
Pr�?ta Vētra    ,lv,29383
Rae Sremmurd     ,lv,29307
The xx           ,lv,29240
Alan Walker      ,lv,28719
Offset           ,lv,28644
Zara Larsson     ,lv,27317
A$AP Ferg        ,lv,26712
JJ Hannon        ,lv,26680
MØ              ,lv,26492
Kyle Edwards     ,lv,26415
Stanaj           ,lv,26018
Little Mix       ,lv,25849
Lord Huron       ,lv,24470
Vice             ,lv,23262
Red Hot Chili Pep,lv,23219
Michael Bublé   ,lv,23121
Flo Rida         ,lv,21940
Noah Cyrus       ,lv,20097
Nat King Cole    ,lv,19982
John Legend      ,lv,19715
Kiiara           ,lv,19392
Bobby Helms      ,lv,19018
Burl Ives        ,lv,17708
Big Sean         ,lv,16406
Hearts & Colors  ,lv,15502
Foo Fighters     ,lv,14863
starRo           ,lv,14774
Vince Guaraldi Tr,lv,14488
The Ludvig       ,lv,14299
Ewert and the Two,lv,14159
Isaiah           ,lv,13069
DVBBS            ,lv,13058
Luca Testa       ,lv,12594
Anita Kerr Singer,lv,12325
John Lennon      ,lv,12143
Mykola Dmytrovych,lv,11760
Perry Como       ,lv,11581
Elvis Presley    ,lv,11493
San Holo         ,lv,11394
Luke Christopher ,lv,11189
Santa Danelevica ,lv,10932
Chris Rea        ,lv,10384
Kesha            ,lv,9742
Paul McCartney   ,lv,9726
Young DrA        ,lv,9560
MaWayy           ,lv,9552
Mani             ,lv,9384
Ansis            ,lv,9309
Lana Del Rey     ,lv,8928
Cashmere Cat     ,lv,8702
Miquela          ,lv,8576
OLAS             ,lv,8438
Dean Martin      ,lv,8302
My Radiant You   ,lv,8259
Hones-T          ,lv,7778
Bermudu Divstūri,lv,7667
Shakira          ,lv,7596
Carpenters       ,lv,7529
TIFFANY BYNOE    ,lv,7277
                 ,lv,7131
Angerwolf        ,lv,7035
Chuck Berry      ,lv,7009
Ashley Lovechild ,lv,6999
Eartha Kitt      ,lv,6713
Genodaboss       ,lv,6709
CNCO             ,lv,6693
BONNIE X CLYDE   ,lv,6691
José Feliciano  ,lv,6655
Coldplay         ,lv,6552
The Pogues       ,lv,6505
Nick Hissom      ,lv,6381
BTS              ,lv,6379
Ian Erix         ,lv,6344
DJ Envy          ,lv,6190
Chris Tyson      ,lv,5995
Adele            ,lv,5910
Monsieur Job     ,lv,5856
Judy Garland     ,lv,5737
Star Grace       ,lv,5514
Twenty One Pilots,lv,5410
Apollo LTD       ,lv,5383
Rag'n'Bone Man   ,lv,5175
Exiled           ,lv,5016
Big Sim          ,lv,4646
Jvnior           ,lv,4599
13 Crowns        ,lv,4523
Rihanna          ,lv,4511
Ladotee          ,lv,4474
ItaloBrothers    ,lv,4271
Blanche          ,lv,4009
Arin Ray         ,lv,3947
WASER            ,lv,3747
Sia              ,lv,3688
Najuah           ,lv,3688
Dons             ,lv,3517
24Heavy          ,lv,3449
Sabrina Carpenter,lv,3357
Ty Brasel        ,lv,3239
Instrumenti      ,lv,3146
The Ladies       ,lv,3089
And Then Came Fal,lv,3068
G.a.R.           ,lv,3017
Brian Ligon      ,lv,2993
Thurl Ravenscroft,lv,2933
Gene Autry       ,lv,2826
DJ Fenix         ,lv,2716
Kay Starr        ,lv,2557
The Beach Boys   ,lv,2553
Aleete           ,lv,2436
Nat King Cole Tri,lv,2436
Nevada           ,lv,2403
MAX              ,lv,2337
Michael Jackson  ,lv,2317
Linkin Park      ,lv,2294
Cal Scruby       ,lv,2120
Dylan Diamond    ,lv,2120
Shawn Hook       ,lv,2061
Don Omar         ,lv,1809
Nils Van Zandt   ,lv,1762
OFMB             ,lv,1737
BowlLane Slick   ,lv,1675
Flex             ,lv,1597
Macklemore & Ryan,lv,1555
Stix             ,lv,1519
Diplo            ,lv,1519
Tinny Mafia      ,lv,1514
LP               ,lv,1364
Carnival Youth   ,lv,1353
Sean Michael     ,lv,1314
Marvin Gaye      ,lv,1276
Fall Out Boy     ,lv,1270
Brainstorm       ,lv,1260
Thirty Seconds To,lv,1247
Dzeko & Torres   ,lv,1242
Salvador Sobral  ,lv,1232
Kyle Edwards;Chri,lv,1215
Bastille         ,lv,1211
Jason Henshaw    ,lv,1185
Grey             ,lv,1184
SAINTS           ,lv,1059
Daya             ,lv,1012
Kodak Black      ,lv,1002
J Balvin         ,mx,51030113
Danny Ocean      ,mx,24655675
Maluma           ,mx,22824838
Manuel Turizo    ,mx,22610640
Luis Fonsi       ,mx,19554431
CNCO             ,mx,18680190
Ozuna            ,mx,17859593
Wisin            ,mx,17854257
Nicky Jam        ,mx,16639164
Chris Jeday      ,mx,15364509
Piso 21          ,mx,14418916
Shakira          ,mx,14134065
Ed Sheeran       ,mx,13516238
Christian Nodal  ,mx,13393184
Daddy Yankee     ,mx,11905475
Sebastian Yatra  ,mx,11230633
Zion & Lennox    ,mx,9524335
Imagine Dragons  ,mx,8939915
Calvin Harris    ,mx,8882278
Nacho            ,mx,8522033
Anuel Aa         ,mx,8386156
Charlie Puth     ,mx,8269907
Mario Bautista   ,mx,7390786
David Guetta     ,mx,7138619
Jason Derulo     ,mx,6893759
The Chainsmokers ,mx,6624309
Maite Perroni    ,mx,6250585
Enrique Iglesias ,mx,6228170
Martin Garrix    ,mx,6166559
Bruno Mars       ,mx,6085618
Carlos Vives     ,mx,6027972
Pitbull          ,mx,5633270
Shawn Mendes     ,mx,5592781
Becky G          ,mx,5525087
DJ Khaled        ,mx,5318465
Mon Laferte      ,mx,5270199
Romeo Santos     ,mx,5118168
Farruko          ,mx,4659138
Harry Styles     ,mx,3932586
Selena Gomez     ,mx,3901043
Burak Yeter      ,mx,3518409
IAmChino         ,mx,3307769
Ricky Martin     ,mx,3248392
Alex Sensation   ,mx,3137968
Liam Payne       ,mx,3118519
Katy Perry       ,mx,3116778
Dua Lipa         ,mx,3037728
Taylor Swift     ,mx,2987872
Justin Bieber    ,mx,2672311
Reykon           ,mx,2636148
Alejandro Fernand,mx,2528042
Yandel           ,mx,2526807
Abraham Mateo    ,mx,2431494
Louis Tomlinson  ,mx,2353245
Jesse & Joy      ,mx,1978391
Demi Lovato      ,mx,1789622
The Weeknd       ,mx,1772432
Maroon 5         ,mx,1744330
Kygo             ,mx,1602556
Karol G          ,mx,1549880
ZAYN             ,mx,1540770
Camila Cabello   ,mx,1420758
Joey Montana     ,mx,1336251
Sam Smith        ,mx,1169340
Natalia Lafourcad,mx,891217
Natti Natasha    ,mx,838749
Clean Bandit     ,mx,704713
Charly Black     ,mx,691495
DJ Snake         ,mx,646589
Chino & Nacho    ,mx,637903
Zedd             ,mx,614939
Morat            ,mx,575876
Reik             ,mx,572804
Alok             ,mx,568063
Drake            ,mx,487390
Steve Aoki       ,mx,430503
Sofia Reyes      ,mx,416173
Post Malone      ,mx,372692
                 ,mx,289304
Miley Cyrus      ,mx,265780
Linkin Park      ,mx,142912
Gerardo Ortiz    ,mx,110184
Prince Royce     ,mx,105901
Axwell /\ Ingross,mx,104942
Ed Sheeran       ,my,16093765
The Chainsmokers ,my,13058167
Martin Garrix    ,my,6862208
ZAYN             ,my,6759224
Clean Bandit     ,my,6633586
Charlie Puth     ,my,6614454
Kygo             ,my,5941064
Maroon 5         ,my,5930436
Luis Fonsi       ,my,5749309
James Arthur     ,my,5156199
Bruno Mars       ,my,4742848
Camila Cabello   ,my,4720779
Cheat Codes      ,my,4456404
Calvin Harris    ,my,4107209
Sam Smith        ,my,3942434
Hailee Steinfeld ,my,3839006
Lauv             ,my,3610635
Dua Lipa         ,my,3531970
DJ Khaled        ,my,3514743
Selena Gomez     ,my,3498270
Alan Walker      ,my,3243408
Shawn Mendes     ,my,3233811
Imagine Dragons  ,my,3110832
Jonas Blue       ,my,3076205
Liam Payne       ,my,2964253
Louis Tomlinson  ,my,2929132
David Guetta     ,my,2883288
Niall Horan      ,my,2799836
BTS              ,my,2787873
Alessia Cara     ,my,2723342
Zedd             ,my,2675644
The Weeknd       ,my,2663932
Taylor Swift     ,my,2490300
Khalid           ,my,2404988
Avicii           ,my,2302861
DJ Snake         ,my,2092840
Marshmello       ,my,2032744
G-Eazy           ,my,1972098
Julia Michaels   ,my,1899994
Machine Gun Kelly,my,1851679
Demi Lovato      ,my,1832743
Post Malone      ,my,1772984
Jon Bellion      ,my,1553431
Starley          ,my,1525987
Maggie Lindemann ,my,1489716
Armada           ,my,1454577
Bebe Rexha       ,my,1416356
Axwell /\ Ingross,my,1386930
Justin Bieber    ,my,1318006
Major Lazer      ,my,1291191
NF               ,my,1267908
Rita Ora         ,my,1199361
Lady Gaga        ,my,1187322
The Vamps        ,my,1166810
Logic            ,my,1135618
Chanyeol         ,my,1061288
Jason Derulo     ,my,1046285
Steve Aoki       ,my,1041531
Petit Biscuit    ,my,1011241
AJR              ,my,1003900
Macklemore       ,my,943838
Daya             ,my,917096
Ariana Grande    ,my,904219
Drake            ,my,875630
Kendrick Lamar   ,my,837025
Isaiah           ,my,826810
Hael Husaini     ,my,771638
Harry Styles     ,my,755364
Halsey           ,my,754654
Haqiem Rusli     ,my,750605
French Montana   ,my,723751
Wany Hasrita     ,my,695361
Katy Perry       ,my,655486
Martin Jensen    ,my,641572
OneRepublic      ,my,635332
Little Mix       ,my,624092
Fifth Harmony    ,my,542352
Lil Pump         ,my,530420
J Balvin         ,my,485290
LANY             ,my,482380
Lorde            ,my,445469
Snakehips        ,my,442459
Shawn Hook       ,my,433564
BLACKPINK        ,my,427593
Luke Christopher ,my,411326
Future           ,my,410048
Linkin Park      ,my,392514
Big Shaq         ,my,371880
Ismail Izzani    ,my,330271
Alok             ,my,322825
gnash            ,my,309229
Eminem           ,my,305267
Cashmere Cat     ,my,303693
Mike Perry       ,my,285514
Nabila Razali    ,my,282820
Fattah Amin      ,my,275957
Ara Johari       ,my,265065
Zara Larsson     ,my,260099
Crush            ,my,246050
Virgoun          ,my,240429
Olivia Holt      ,my,229165
Lil Uzi Vert     ,my,221025
Noah Cyrus       ,my,211530
Sia              ,my,200939
Faizal Tahir     ,my,198169
Twenty One Pilots,my,197239
Kiiara           ,my,195667
John Legend      ,my,184239
Tajul            ,my,183759
Cash Cash        ,my,182989
Miley Cyrus      ,my,177447
Marian Hill      ,my,173577
P!nk             ,my,138150
R3HAB            ,my,136794
Portugal. The Man,my,115456
Mariah Carey     ,my,111677
Saloma           ,my,95620
Anuar & Ellina   ,my,95426
                 ,my,95144
Uji Rashid       ,my,79353
Projector Band   ,my,78303
Dato' Sudirman   ,my,62018
EXO              ,my,57015
G-DRAGON         ,my,54333
Ahmad Jais       ,my,46523
BIGBANG          ,my,46095
Dato' DJ Dave    ,my,45550
Datuk Sharifah Ai,my,45263
Alif Satar       ,my,42189
Dayang Nurfaizah ,my,37472
Lana Del Rey     ,my,35288
Justin Timberlake,my,34841
Shila Amzah      ,my,29697
Coldplay         ,my,25138
Andy Williams    ,my,23491
Irfan Haris      ,my,22255
M. Nasir         ,my,19286
Wham!            ,my,11469
Fazidah Joned    ,my,11385
Junainah         ,my,11310
P. Ramlee        ,my,11218
Noorkumalasari   ,my,11153
Rahimah Rahim    ,my,11027
Rafeah Buang     ,my,10593
Bobby Helms      ,my,10460
Michael Bublé   ,my,10311
Khai Bahar       ,my,9977
Brenda Lee       ,my,9589
Frank Sinatra    ,my,9527
Childish Gambino ,my,7160
Mike Posner      ,my,7069
Lil' Kleine      ,nl,81770834
Ed Sheeran       ,nl,79244694
Ronnie Flex      ,nl,50976616
Boef             ,nl,45003501
Sevn Alias       ,nl,35345210
SFB              ,nl,34300718
Broederliefde    ,nl,30865104
Frenna           ,nl,27750206
Luis Fonsi       ,nl,25785226
The Chainsmokers ,nl,25169639
Kygo             ,nl,24637015
Clean Bandit     ,nl,24586254
DJ Khaled        ,nl,22117656
Martin Garrix    ,nl,20674863
Calvin Harris    ,nl,17998858
Dua Lipa         ,nl,17737449
ZAYN             ,nl,17497750
SBMG             ,nl,17276294
French Montana   ,nl,15854699
Maroon 5         ,nl,15279710
Jonna Fraser     ,nl,14179540
Post Malone      ,nl,14124766
Dopebwoy         ,nl,14020157
Jonas Blue       ,nl,13890392
J Balvin         ,nl,13530152
Equalz           ,nl,13349728
Camila Cabello   ,nl,13165342
Shawn Mendes     ,nl,12855093
Josylvio         ,nl,12639806
Sam Smith        ,nl,12552130
Major Lazer      ,nl,12161859
Axwell /\ Ingross,nl,11519824
Imagine Dragons  ,nl,11268144
Jason Derulo     ,nl,11198680
Charlie Puth     ,nl,11105588
Avicii           ,nl,10979944
David Guetta     ,nl,10417689
Marshmello       ,nl,10343976
Drake            ,nl,10335974
Jairzinho        ,nl,10304770
Starley          ,nl,9424039
AJR              ,nl,9362270
Niall Horan      ,nl,9345773
James Arthur     ,nl,9142563
Bizzey           ,nl,9098437
P!nk             ,nl,9076048
The Weeknd       ,nl,8800450
Ali B            ,nl,8779229
CNCO             ,nl,8280839
Zedd             ,nl,8007431
Justin Bieber    ,nl,8004772
Jax Jones        ,nl,7948983
Rita Ora         ,nl,7935147
Jebroer          ,nl,7851051
Selena Gomez     ,nl,7782939
F1rstman         ,nl,7619244
Macklemore       ,nl,7433813
Julia Michaels   ,nl,7037601
Lucas & Steve    ,nl,6945763
Bruno Mars       ,nl,6539084
Maggie Lindemann ,nl,6207033
Armin van Buuren ,nl,6123749
Famke Louise     ,nl,6113801
Anne-Marie       ,nl,5983330
Martin Jensen    ,nl,5820862
Liam Payne       ,nl,5798336
The Script       ,nl,5628731
Robin Schulz     ,nl,5405231
Lijpe            ,nl,5352180
NF               ,nl,5272384
Enrique Iglesias ,nl,5147815
JP Cooper        ,nl,4889659
Mariah Carey     ,nl,4771807
Eminem           ,nl,4674698
Hailee Steinfeld ,nl,4657892
The Partysquad   ,nl,4653393
Louis Tomlinson  ,nl,4593908
Future           ,nl,4502824
Katy Perry       ,nl,4440859
Alessia Cara     ,nl,4259210
Logic            ,nl,4246840
Big Shaq         ,nl,4180311
Demi Lovato      ,nl,4150172
Kempi            ,nl,4072038
Nafthaly Ramona  ,nl,3981996
John Legend      ,nl,3930934
Lil Pump         ,nl,3916224
Kendrick Lamar   ,nl,3881338
Machine Gun Kelly,nl,3871081
Burak Yeter      ,nl,3599430
Shakira          ,nl,3583188
Soufiane Eddyani ,nl,3504712
LouiVos          ,nl,3358073
DJ Snake         ,nl,3309285
Wham!            ,nl,3193184
Sean Paul        ,nl,2980492
Taylor Swift     ,nl,2832121
Chris Brown      ,nl,2808974
The Boy Next Door,nl,2753429
Steve Aoki       ,nl,2674188
Kraantje Pappie  ,nl,2643401
Harry Styles     ,nl,2559696
Portugal. The Man,nl,2531687
Zara Larsson     ,nl,2530608
Kris Kross Amster,nl,2396658
Calum Scott      ,nl,2240303
Murda            ,nl,2221786
Supergaande      ,nl,2146765
Michael Bublé   ,nl,1973441
Rag'n'Bone Man   ,nl,1962497
Ariana Grande    ,nl,1934477
Band Aid         ,nl,1763055
Cheat Codes      ,nl,1720375
The Vamps        ,nl,1664047
Glades           ,nl,1591772
Chris Rea        ,nl,1453917
Puri             ,nl,1401927
Gavin James      ,nl,1371181
Miley Cyrus      ,nl,1352901
Kensington       ,nl,1291291
Mula B           ,nl,1083479
Jayh             ,nl,1021197
Paul McCartney   ,nl,962553
G-Eazy           ,nl,917605
Migos            ,nl,883302
3robi            ,nl,871314
Rae Sremmurd     ,nl,811935
Kevin            ,nl,798593
Yellow Claw      ,nl,774455
Sage The Gemini  ,nl,765580
Alan Walker      ,nl,636993
Killer Kamal     ,nl,604333
Keizer           ,nl,529778
OG3NE            ,nl,521732
John Lennon      ,nl,500800
Diaz & Bruno     ,nl,488084
Bruce Springsteen,nl,469853
Hef              ,nl,462637
